ID,Name,Typings,Stats,Abilities,Evolution_condition,Rarity,Region
0474,Porygon-Z,Normal ,"{'Total': '535', 'HP': '85', 'Attack': '80', 'Defense': '70', 'Sp. Atk': '135', 'Sp. Def': '75', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0475,Gallade,Psychic Fighting,"{'Total': '518', 'HP': '68', 'Attack': '125', 'Defense': '65', 'Sp. Atk': '65', 'Sp. Def': '115', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0475,Gallade Mega Gallade,Psychic Fighting,"{'Total': '618', 'HP': '68', 'Attack': '165', 'Defense': '95', 'Sp. Atk': '65', 'Sp. Def': '115', 'Speed': '110'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0476,Probopass,Rock Steel,"{'Total': '525', 'HP': '60', 'Attack': '55', 'Defense': '145', 'Sp. Atk': '75', 'Sp. Def': '150', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0477,Dusknoir,Ghost ,"{'Total': '525', 'HP': '45', 'Attack': '100', 'Defense': '135', 'Sp. Atk': '65', 'Sp. Def': '135', 'Speed': '45'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0478,Froslass,Ice Ghost,"{'Total': '480', 'HP': '70', 'Attack': '80', 'Defense': '70', 'Sp. Atk': '80', 'Sp. Def': '70', 'Speed': '110'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0479,Rotom,Electric Ghost,"{'Total': '440', 'HP': '50', 'Attack': '50', 'Defense': '77', 'Sp. Atk': '95', 'Sp. Def': '77', 'Speed': '91'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0479,Rotom Heat Rotom,Electric Fire,"{'Total': '520', 'HP': '50', 'Attack': '65', 'Defense': '107', 'Sp. Atk': '105', 'Sp. Def': '107', 'Speed': '86'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0479,Rotom Wash Rotom,Electric Water,"{'Total': '520', 'HP': '50', 'Attack': '65', 'Defense': '107', 'Sp. Atk': '105', 'Sp. Def': '107', 'Speed': '86'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0479,Rotom Frost Rotom,Electric Ice,"{'Total': '520', 'HP': '50', 'Attack': '65', 'Defense': '107', 'Sp. Atk': '105', 'Sp. Def': '107', 'Speed': '86'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0479,Rotom Fan Rotom,Electric Flying,"{'Total': '520', 'HP': '50', 'Attack': '65', 'Defense': '107', 'Sp. Atk': '105', 'Sp. Def': '107', 'Speed': '86'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0479,Rotom Mow Rotom,Electric Grass,"{'Total': '520', 'HP': '50', 'Attack': '65', 'Defense': '107', 'Sp. Atk': '105', 'Sp. Def': '107', 'Speed': '86'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0480,Uxie,Psychic ,"{'Total': '580', 'HP': '75', 'Attack': '75', 'Defense': '130', 'Sp. Atk': '75', 'Sp. Def': '130', 'Speed': '95'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0481,Mesprit,Psychic ,"{'Total': '580', 'HP': '80', 'Attack': '105', 'Defense': '105', 'Sp. Atk': '105', 'Sp. Def': '105', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0482,Azelf,Psychic ,"{'Total': '580', 'HP': '75', 'Attack': '125', 'Defense': '70', 'Sp. Atk': '125', 'Sp. Def': '70', 'Speed': '115'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0483,Dialga,Steel Dragon,"{'Total': '680', 'HP': '100', 'Attack': '120', 'Defense': '120', 'Sp. Atk': '150', 'Sp. Def': '100', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0483,Dialga Origin Forme,Steel Dragon,"{'Total': '680', 'HP': '100', 'Attack': '100', 'Defense': '120', 'Sp. Atk': '150', 'Sp. Def': '120', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0484,Palkia,Water Dragon,"{'Total': '680', 'HP': '90', 'Attack': '120', 'Defense': '100', 'Sp. Atk': '150', 'Sp. Def': '120', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0484,Palkia Origin Forme,Water Dragon,"{'Total': '680', 'HP': '90', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '150', 'Sp. Def': '120', 'Speed': '120'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0485,Heatran,Fire Steel,"{'Total': '600', 'HP': '91', 'Attack': '90', 'Defense': '106', 'Sp. Atk': '130', 'Sp. Def': '106', 'Speed': '77'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0486,Regigigas,Normal ,"{'Total': '670', 'HP': '110', 'Attack': '160', 'Defense': '110', 'Sp. Atk': '80', 'Sp. Def': '110', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0487,Giratina Altered Forme,Ghost Dragon,"{'Total': '680', 'HP': '150', 'Attack': '100', 'Defense': '120', 'Sp. Atk': '100', 'Sp. Def': '120', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0487,Giratina Origin Forme,Ghost Dragon,"{'Total': '680', 'HP': '150', 'Attack': '120', 'Defense': '100', 'Sp. Atk': '120', 'Sp. Def': '100', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0488,Cresselia,Psychic ,"{'Total': '580', 'HP': '120', 'Attack': '70', 'Defense': '110', 'Sp. Atk': '75', 'Sp. Def': '120', 'Speed': '85'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0489,Phione,Water ,"{'Total': '480', 'HP': '80', 'Attack': '80', 'Defense': '80', 'Sp. Atk': '80', 'Sp. Def': '80', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0490,Manaphy,Water ,"{'Total': '600', 'HP': '100', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '100', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0491,Darkrai,Dark ,"{'Total': '600', 'HP': '70', 'Attack': '90', 'Defense': '90', 'Sp. Atk': '135', 'Sp. Def': '90', 'Speed': '125'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0492,Shaymin Land Forme,Grass ,"{'Total': '600', 'HP': '100', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '100', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0492,Shaymin Sky Forme,Grass Flying,"{'Total': '600', 'HP': '100', 'Attack': '103', 'Defense': '75', 'Sp. Atk': '120', 'Sp. Def': '75', 'Speed': '127'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0493,Arceus,Normal ,"{'Total': '720', 'HP': '120', 'Attack': '120', 'Defense': '120', 'Sp. Atk': '120', 'Sp. Def': '120', 'Speed': '120'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Sinnoh', 4)"
0494,Victini,Psychic Fire,"{'Total': '600', 'HP': '100', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '100', 'Speed': '100'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0495,Snivy,Grass ,"{'Total': '308', 'HP': '45', 'Attack': '45', 'Defense': '55', 'Sp. Atk': '45', 'Sp. Def': '55', 'Speed': '63'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0496,Servine,Grass ,"{'Total': '413', 'HP': '60', 'Attack': '60', 'Defense': '75', 'Sp. Atk': '60', 'Sp. Def': '75', 'Speed': '83'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0497,Serperior,Grass ,"{'Total': '528', 'HP': '75', 'Attack': '75', 'Defense': '95', 'Sp. Atk': '75', 'Sp. Def': '95', 'Speed': '113'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0498,Tepig,Fire ,"{'Total': '308', 'HP': '65', 'Attack': '63', 'Defense': '45', 'Sp. Atk': '45', 'Sp. Def': '45', 'Speed': '45'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0499,Pignite,Fire Fighting,"{'Total': '418', 'HP': '90', 'Attack': '93', 'Defense': '55', 'Sp. Atk': '70', 'Sp. Def': '55', 'Speed': '55'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0500,Emboar,Fire Fighting,"{'Total': '528', 'HP': '110', 'Attack': '123', 'Defense': '65', 'Sp. Atk': '100', 'Sp. Def': '65', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0501,Oshawott,Water ,"{'Total': '308', 'HP': '55', 'Attack': '55', 'Defense': '45', 'Sp. Atk': '63', 'Sp. Def': '45', 'Speed': '45'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0502,Dewott,Water ,"{'Total': '413', 'HP': '75', 'Attack': '75', 'Defense': '60', 'Sp. Atk': '83', 'Sp. Def': '60', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0503,Samurott,Water ,"{'Total': '528', 'HP': '95', 'Attack': '100', 'Defense': '85', 'Sp. Atk': '108', 'Sp. Def': '70', 'Speed': '70'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0503,Samurott Hisuian Samurott,Water Dark,"{'Total': '528', 'HP': '90', 'Attack': '108', 'Defense': '80', 'Sp. Atk': '100', 'Sp. Def': '65', 'Speed': '85'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0504,Patrat,Normal ,"{'Total': '255', 'HP': '45', 'Attack': '55', 'Defense': '39', 'Sp. Atk': '35', 'Sp. Def': '39', 'Speed': '42'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0505,Watchog,Normal ,"{'Total': '420', 'HP': '60', 'Attack': '85', 'Defense': '69', 'Sp. Atk': '60', 'Sp. Def': '69', 'Speed': '77'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0506,Lillipup,Normal ,"{'Total': '275', 'HP': '45', 'Attack': '60', 'Defense': '45', 'Sp. Atk': '25', 'Sp. Def': '45', 'Speed': '55'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0507,Herdier,Normal ,"{'Total': '370', 'HP': '65', 'Attack': '80', 'Defense': '65', 'Sp. Atk': '35', 'Sp. Def': '65', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0508,Stoutland,Normal ,"{'Total': '500', 'HP': '85', 'Attack': '110', 'Defense': '90', 'Sp. Atk': '45', 'Sp. Def': '90', 'Speed': '80'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0509,Purrloin,Dark ,"{'Total': '281', 'HP': '41', 'Attack': '50', 'Defense': '37', 'Sp. Atk': '50', 'Sp. Def': '37', 'Speed': '66'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0510,Liepard,Dark ,"{'Total': '446', 'HP': '64', 'Attack': '88', 'Defense': '50', 'Sp. Atk': '88', 'Sp. Def': '50', 'Speed': '106'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0511,Pansage,Grass ,"{'Total': '316', 'HP': '50', 'Attack': '53', 'Defense': '48', 'Sp. Atk': '53', 'Sp. Def': '48', 'Speed': '64'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0512,Simisage,Grass ,"{'Total': '498', 'HP': '75', 'Attack': '98', 'Defense': '63', 'Sp. Atk': '98', 'Sp. Def': '63', 'Speed': '101'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0513,Pansear,Fire ,"{'Total': '316', 'HP': '50', 'Attack': '53', 'Defense': '48', 'Sp. Atk': '53', 'Sp. Def': '48', 'Speed': '64'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0514,Simisear,Fire ,"{'Total': '498', 'HP': '75', 'Attack': '98', 'Defense': '63', 'Sp. Atk': '98', 'Sp. Def': '63', 'Speed': '101'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0515,Panpour,Water ,"{'Total': '316', 'HP': '50', 'Attack': '53', 'Defense': '48', 'Sp. Atk': '53', 'Sp. Def': '48', 'Speed': '64'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0516,Simipour,Water ,"{'Total': '498', 'HP': '75', 'Attack': '98', 'Defense': '63', 'Sp. Atk': '98', 'Sp. Def': '63', 'Speed': '101'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0517,Munna,Psychic ,"{'Total': '292', 'HP': '76', 'Attack': '25', 'Defense': '45', 'Sp. Atk': '67', 'Sp. Def': '55', 'Speed': '24'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0518,Musharna,Psychic ,"{'Total': '487', 'HP': '116', 'Attack': '55', 'Defense': '85', 'Sp. Atk': '107', 'Sp. Def': '95', 'Speed': '29'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0519,Pidove,Normal Flying,"{'Total': '264', 'HP': '50', 'Attack': '55', 'Defense': '50', 'Sp. Atk': '36', 'Sp. Def': '30', 'Speed': '43'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0520,Tranquill,Normal Flying,"{'Total': '358', 'HP': '62', 'Attack': '77', 'Defense': '62', 'Sp. Atk': '50', 'Sp. Def': '42', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0521,Unfezant,Normal Flying,"{'Total': '488', 'HP': '80', 'Attack': '115', 'Defense': '80', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '93'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0522,Blitzle,Electric ,"{'Total': '295', 'HP': '45', 'Attack': '60', 'Defense': '32', 'Sp. Atk': '50', 'Sp. Def': '32', 'Speed': '76'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0523,Zebstrika,Electric ,"{'Total': '497', 'HP': '75', 'Attack': '100', 'Defense': '63', 'Sp. Atk': '80', 'Sp. Def': '63', 'Speed': '116'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0524,Roggenrola,Rock ,"{'Total': '280', 'HP': '55', 'Attack': '75', 'Defense': '85', 'Sp. Atk': '25', 'Sp. Def': '25', 'Speed': '15'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0525,Boldore,Rock ,"{'Total': '390', 'HP': '70', 'Attack': '105', 'Defense': '105', 'Sp. Atk': '50', 'Sp. Def': '40', 'Speed': '20'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0526,Gigalith,Rock ,"{'Total': '515', 'HP': '85', 'Attack': '135', 'Defense': '130', 'Sp. Atk': '60', 'Sp. Def': '80', 'Speed': '25'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0527,Woobat,Psychic Flying,"{'Total': '323', 'HP': '65', 'Attack': '45', 'Defense': '43', 'Sp. Atk': '55', 'Sp. Def': '43', 'Speed': '72'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0528,Swoobat,Psychic Flying,"{'Total': '425', 'HP': '67', 'Attack': '57', 'Defense': '55', 'Sp. Atk': '77', 'Sp. Def': '55', 'Speed': '114'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0529,Drilbur,Ground ,"{'Total': '328', 'HP': '60', 'Attack': '85', 'Defense': '40', 'Sp. Atk': '30', 'Sp. Def': '45', 'Speed': '68'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0530,Excadrill,Ground Steel,"{'Total': '508', 'HP': '110', 'Attack': '135', 'Defense': '60', 'Sp. Atk': '50', 'Sp. Def': '65', 'Speed': '88'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0531,Audino,Normal ,"{'Total': '445', 'HP': '103', 'Attack': '60', 'Defense': '86', 'Sp. Atk': '60', 'Sp. Def': '86', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0531,Audino Mega Audino,Normal Fairy,"{'Total': '545', 'HP': '103', 'Attack': '60', 'Defense': '126', 'Sp. Atk': '80', 'Sp. Def': '126', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0532,Timburr,Fighting ,"{'Total': '305', 'HP': '75', 'Attack': '80', 'Defense': '55', 'Sp. Atk': '25', 'Sp. Def': '35', 'Speed': '35'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0533,Gurdurr,Fighting ,"{'Total': '405', 'HP': '85', 'Attack': '105', 'Defense': '85', 'Sp. Atk': '40', 'Sp. Def': '50', 'Speed': '40'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0534,Conkeldurr,Fighting ,"{'Total': '505', 'HP': '105', 'Attack': '140', 'Defense': '95', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '45'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0535,Tympole,Water ,"{'Total': '294', 'HP': '50', 'Attack': '50', 'Defense': '40', 'Sp. Atk': '50', 'Sp. Def': '40', 'Speed': '64'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0536,Palpitoad,Water Ground,"{'Total': '384', 'HP': '75', 'Attack': '65', 'Defense': '55', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '69'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0537,Seismitoad,Water Ground,"{'Total': '509', 'HP': '105', 'Attack': '95', 'Defense': '75', 'Sp. Atk': '85', 'Sp. Def': '75', 'Speed': '74'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0538,Throh,Fighting ,"{'Total': '465', 'HP': '120', 'Attack': '100', 'Defense': '85', 'Sp. Atk': '30', 'Sp. Def': '85', 'Speed': '45'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0539,Sawk,Fighting ,"{'Total': '465', 'HP': '75', 'Attack': '125', 'Defense': '75', 'Sp. Atk': '30', 'Sp. Def': '75', 'Speed': '85'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0540,Sewaddle,Bug Grass,"{'Total': '310', 'HP': '45', 'Attack': '53', 'Defense': '70', 'Sp. Atk': '40', 'Sp. Def': '60', 'Speed': '42'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0541,Swadloon,Bug Grass,"{'Total': '380', 'HP': '55', 'Attack': '63', 'Defense': '90', 'Sp. Atk': '50', 'Sp. Def': '80', 'Speed': '42'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0542,Leavanny,Bug Grass,"{'Total': '500', 'HP': '75', 'Attack': '103', 'Defense': '80', 'Sp. Atk': '70', 'Sp. Def': '80', 'Speed': '92'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0543,Venipede,Bug Poison,"{'Total': '260', 'HP': '30', 'Attack': '45', 'Defense': '59', 'Sp. Atk': '30', 'Sp. Def': '39', 'Speed': '57'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0544,Whirlipede,Bug Poison,"{'Total': '360', 'HP': '40', 'Attack': '55', 'Defense': '99', 'Sp. Atk': '40', 'Sp. Def': '79', 'Speed': '47'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0545,Scolipede,Bug Poison,"{'Total': '485', 'HP': '60', 'Attack': '100', 'Defense': '89', 'Sp. Atk': '55', 'Sp. Def': '69', 'Speed': '112'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0546,Cottonee,Grass Fairy,"{'Total': '280', 'HP': '40', 'Attack': '27', 'Defense': '60', 'Sp. Atk': '37', 'Sp. Def': '50', 'Speed': '66'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0547,Whimsicott,Grass Fairy,"{'Total': '480', 'HP': '60', 'Attack': '67', 'Defense': '85', 'Sp. Atk': '77', 'Sp. Def': '75', 'Speed': '116'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0548,Petilil,Grass ,"{'Total': '280', 'HP': '45', 'Attack': '35', 'Defense': '50', 'Sp. Atk': '70', 'Sp. Def': '50', 'Speed': '30'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0549,Lilligant,Grass ,"{'Total': '480', 'HP': '70', 'Attack': '60', 'Defense': '75', 'Sp. Atk': '110', 'Sp. Def': '75', 'Speed': '90'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0549,Lilligant Hisuian Lilligant,Grass Fighting,"{'Total': '480', 'HP': '70', 'Attack': '105', 'Defense': '75', 'Sp. Atk': '50', 'Sp. Def': '75', 'Speed': '105'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0550,Basculin Red-Striped Form,Water ,"{'Total': '460', 'HP': '70', 'Attack': '92', 'Defense': '65', 'Sp. Atk': '80', 'Sp. Def': '55', 'Speed': '98'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0550,Basculin Blue-Striped Form,Water ,"{'Total': '460', 'HP': '70', 'Attack': '92', 'Defense': '65', 'Sp. Atk': '80', 'Sp. Def': '55', 'Speed': '98'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0550,Basculin White-Striped Form,Water ,"{'Total': '460', 'HP': '70', 'Attack': '92', 'Defense': '65', 'Sp. Atk': '80', 'Sp. Def': '55', 'Speed': '98'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0551,Sandile,Ground Dark,"{'Total': '292', 'HP': '50', 'Attack': '72', 'Defense': '35', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '65'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0552,Krokorok,Ground Dark,"{'Total': '351', 'HP': '60', 'Attack': '82', 'Defense': '45', 'Sp. Atk': '45', 'Sp. Def': '45', 'Speed': '74'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0553,Krookodile,Ground Dark,"{'Total': '519', 'HP': '95', 'Attack': '117', 'Defense': '80', 'Sp. Atk': '65', 'Sp. Def': '70', 'Speed': '92'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0554,Darumaka,Fire ,"{'Total': '315', 'HP': '70', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '15', 'Sp. Def': '45', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0554,Darumaka Galarian Darumaka,Ice ,"{'Total': '315', 'HP': '70', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '15', 'Sp. Def': '45', 'Speed': '50'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0555,Darmanitan Standard Mode,Fire ,"{'Total': '480', 'HP': '105', 'Attack': '140', 'Defense': '55', 'Sp. Atk': '30', 'Sp. Def': '55', 'Speed': '95'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0555,Darmanitan Zen Mode,Fire Psychic,"{'Total': '540', 'HP': '105', 'Attack': '30', 'Defense': '105', 'Sp. Atk': '140', 'Sp. Def': '105', 'Speed': '55'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0555,Darmanitan Galarian Standard Mode,Ice ,"{'Total': '480', 'HP': '105', 'Attack': '140', 'Defense': '55', 'Sp. Atk': '30', 'Sp. Def': '55', 'Speed': '95'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0555,Darmanitan Galarian Zen Mode,Ice Fire,"{'Total': '540', 'HP': '105', 'Attack': '160', 'Defense': '55', 'Sp. Atk': '30', 'Sp. Def': '55', 'Speed': '135'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0556,Maractus,Grass ,"{'Total': '461', 'HP': '75', 'Attack': '86', 'Defense': '67', 'Sp. Atk': '106', 'Sp. Def': '67', 'Speed': '60'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0557,Dwebble,Bug Rock,"{'Total': '325', 'HP': '50', 'Attack': '65', 'Defense': '85', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '55'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0558,Crustle,Bug Rock,"{'Total': '485', 'HP': '70', 'Attack': '105', 'Defense': '125', 'Sp. Atk': '65', 'Sp. Def': '75', 'Speed': '45'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0559,Scraggy,Dark Fighting,"{'Total': '348', 'HP': '50', 'Attack': '75', 'Defense': '70', 'Sp. Atk': '35', 'Sp. Def': '70', 'Speed': '48'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0560,Scrafty,Dark Fighting,"{'Total': '488', 'HP': '65', 'Attack': '90', 'Defense': '115', 'Sp. Atk': '45', 'Sp. Def': '115', 'Speed': '58'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0561,Sigilyph,Psychic Flying,"{'Total': '490', 'HP': '72', 'Attack': '58', 'Defense': '80', 'Sp. Atk': '103', 'Sp. Def': '80', 'Speed': '97'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
0562,Yamask,Ghost ,"{'Total': '303', 'HP': '38', 'Attack': '30', 'Defense': '85', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '30'}","{'ability1': None, 'ability2': None, 'hidden_ability': None}",,,"('Unova', 5)"
